name,oracle_text,scryfall_link,image_src,chinese_simplified,chinese_traditional,french,german,italian,japanese,korean,portuguese,russian,spanish
"Mogis, God of Slaughter","Mogis, God of Slaughter	{2}{B}{R}
Legendary Enchantment Creature — God
Indestructible
As long as your devotion to black and red is less than seven, Mogis isn't a creature.
At the beginning of each opponent's upkeep, Mogis deals 2 damage to that player unless they sacrifice a creature of their choice.
7/5
",https://scryfall.com/card/bng/151/mogis-god-of-slaughter,https://cards.scryfall.io/large/front/5/2/521911e5-9ce5-4d55-bfc4-fbfeba4047fe.jpg?1726284501,屠戮神墨癸斯,屠戮神墨癸斯,"Mogis, dieu du Massacre","Mogis, Gott des Gemetzels","Mogis, Dio del Massacro",殺戮の神、モーギス,살육의 신 모기스,"Mogis, Deus da Matança","Могий, Бог Истребления","Mogis, dios de la masacre"
"Phenax, God of Deception","Phenax, God of Deception	{3}{U}{B}
Legendary Enchantment Creature — God
Indestructible
As long as your devotion to blue and black is less than seven, Phenax isn't a creature.
Creatures you control have ""{T}: Target player mills X cards, where X is this creature's toughness.""
4/7
",https://scryfall.com/card/bng/152/phenax-god-of-deception,https://cards.scryfall.io/large/front/8/d/8dfcb129-4665-40e4-b5cb-a79f3f40ae5c.jpg?1593092799,欺瞒神斐纳克,欺瞞神斐納克,"Phénax, dieu de la Fourberie","Phenax, Gott der Täuschung","Fenax, Dio dell'Inganno",欺瞞の神、フィナックス,속임수의 신 페낙스,"Fenax, Deus da Enganação","Фенакс, Бог Обмана","Fenax, dios del engaño"
Ragemonger,"Ragemonger	{1}{B}{R}
Creature — Minotaur Shaman
Minotaur spells you cast cost {B}{R} less to cast. This effect reduces only the amount of colored mana you pay. (For example, if you cast a Minotaur spell with mana cost {2}{R}, it costs {2} to cast.)
2/3
",https://scryfall.com/card/bng/153/ragemonger,https://cards.scryfall.io/large/front/1/e/1eb6eda2-e3df-440a-8900-8310f11db6e9.jpg?1593092810,煽怒祭师,煽怒祭師,Instigateur de rage,Wuttreiber,Istigacollera,憤怒売り,광분의 주술사,Instigador de Ódio,Разъяритель,Instigador de ira
Reap What Is Sown,"Reap What Is Sown	{1}{G}{W}
Instant
Put a +1/+1 counter on each of up to three target creatures.

",https://scryfall.com/card/bng/154/reap-what-is-sown,https://cards.scryfall.io/large/front/1/2/120babed-841f-4bf1-ac2d-3ab097c0760b.jpg?1593092818,丰足收获,豐足收穫,Récolter ce qui a été semé,Die Ernte einbringen,Mietere il Raccolto,蒔かれたものの収穫,뿌린 대로 거둔다,Colher o que Plantou,Жатва Посеянного,Cosecharás tu siembra
Siren of the Silent Song,"Siren of the Silent Song	{1}{U}{B}
Creature — Zombie Siren
Flying
Inspired — Whenever this creature becomes untapped, each opponent discards a card, then each opponent mills a card.
2/1
",https://scryfall.com/card/bng/155/siren-of-the-silent-song,https://cards.scryfall.io/large/front/9/9/990f4438-aa74-4460-8bac-93480d0bb0dc.jpg?1593092828,默曲塞连,默曲塞連,Sirène au chant silencieux,Sirene des lautlosen Gesangs,Sirena del Canto Silente,静寂の歌のセイレーン,침묵을 노래하는 세이렌,Sirena da Canção Silenciosa,Сирена Безмолвной Песни,Sirena de la canción taciturna
"Xenagos, God of Revels","Xenagos, God of Revels	{3}{R}{G}
Legendary Enchantment Creature — God
Indestructible
As long as your devotion to red and green is less than seven, Xenagos isn't a creature.
At the beginning of combat on your turn, another target creature you control gains haste and gets +X/+X until end of turn, where X is that creature's power.
6/5
",https://scryfall.com/card/bng/156/xenagos-god-of-revels,https://cards.scryfall.io/large/front/6/f/6f1bc3bb-46da-492a-850c-f1f588ad8d18.jpg?1732546037,贪欢神谢纳戈斯,貪歡神謝納戈斯,"Xénagos, dieu de la Débauche","Xenagos, Gott des Hedonismus","Xenagos, Dio della Dissolutezza",歓楽の神、ゼナゴス,유흥의 신 제나고스,"Xenagos, Deus da Orgia","Ксенаг, Бог Разгула","Xenagos, dios del deleite"
Astral Cornucopia,"Astral Cornucopia	{X}{X}{X}
Artifact
This artifact enters with X charge counters on it.
{T}: Choose a color. Add one mana of that color for each charge counter on this artifact.

",https://scryfall.com/card/bng/157/astral-cornucopia,https://cards.scryfall.io/large/front/1/5/15175742-11ae-4819-a5bd-412084b0b686.jpg?1775941998,星幽羊角,星幽羊角,Cornucopée astrale,Astrales Füllhorn,Cornucopia Astrale,霊体のヤギ角,천상 풍요의 뿔,Cornucópia Astral,Звездный Рог Изобилия,Cornucopia astral
Gorgon's Head,"Gorgon's Head	{1}
Artifact — Equipment
Equipped creature has deathtouch.
Equip {2}

",https://scryfall.com/card/bng/158/gorgons-head,https://cards.scryfall.io/large/front/d/7/d745dd92-9f7a-44a4-a27f-2ff17753db1c.jpg?1593092861,蛇发妖首,蛇髮妖首,Tête de la gorgone,Kopf der Gorgo,Testa di Gorgone,ゴルゴンの首,고르곤의 머리,Cabeça da Górgona,Голова Горгоны,Cabeza de gorgona
Heroes' Podium,"Heroes' Podium	{5}
Legendary Artifact
Each legendary creature you control gets +1/+1 for each other legendary creature you control.
{X}, {T}: Look at the top X cards of your library. You may reveal a legendary creature card from among them and put it into your hand. Put the rest on the bottom of your library in a random order.

",https://scryfall.com/card/bng/159/heroes-podium,https://cards.scryfall.io/large/front/1/b/1b2bee5c-7ea0-4713-a60b-dccaf89c5d48.jpg?1673305808,英雄荣坛,英雄榮壇,Podium des héros,Podium der Helden,Altare degli Eroi,英雄の演壇,영웅의 단상,Pódio dos Heróis,Подиум Героев,Podio del héroe
Pillar of War,"Pillar of War	{3}
Artifact Creature — Golem
Defender
As long as this creature is enchanted, it can attack as though it didn't have defender.
3/3
",https://scryfall.com/card/bng/160/pillar-of-war,https://cards.scryfall.io/large/front/e/4/e4c1371b-ffec-41c7-8fc1-acb2bd538080.jpg?1593092878,好战雕柱,好戰雕柱,Pilier de guerre,Säule des Krieges,Colonna di Guerra,戦いの柱,전쟁 기둥,Pilar de Guerra,Колонна Войны,Estatua de guerra
Siren Song Lyre,"Siren Song Lyre	{2}
Artifact — Equipment
Equipped creature has ""{2}, {T}: Tap target creature.""
Equip {2}

",https://scryfall.com/card/bng/161/siren-song-lyre,https://cards.scryfall.io/large/front/c/f/cfeca720-3163-4391-b90d-5f7aa5f5987b.jpg?1593092887,塞连之歌竖琴,塞連之歌豎琴,Lyre du chant des sirènes,Leier des Sirenengesangs,Lira del Canto delle Sirene,セイレーンの歌竪琴,세이렌 리라,Lira da Canção Sirênica,Лира Песни Сирены,Lira del canto de la sirena
Springleaf Drum,"Springleaf Drum	{1}
Artifact
{T}, Tap an untapped creature you control: Add one mana of any color.

",https://scryfall.com/card/bng/162/springleaf-drum,https://cards.scryfall.io/large/front/e/1/e15ab0aa-4059-4923-9816-6f7a9e5b5a18.jpg?1767732925,春叶鼓,春葉鼓,Tambour de sautefeuille,Frühlingsblättertrommel,Tamburo Foglia di Primavera,バネ葉の太鼓,봄나뭇잎 북,Tambor das Folhas Vernais,Барабан Весенних Листьев,Tambor de hoja primaveral
Temple of Enlightenment,"Temple of Enlightenment	
Land
This land enters tapped.
When this land enters, scry 1. (Look at the top card of your library. You may put that card on the bottom.)
{T}: Add {W} or {U}.

",https://scryfall.com/card/bng/163/temple-of-enlightenment,https://cards.scryfall.io/large/front/d/d/dd139d4d-3a40-4015-93de-c838c64156c6.jpg?1752945548,启蒙殿堂,啟蒙殿堂,Temple de l'illumination,Tempel der Erleuchtung,Tempio dell'Illuminazione,啓蒙の神殿,깨달음의 신전,Templo da Iluminação,Храм Просвещения,Templo de la iluminación
Temple of Malice,"Temple of Malice	
Land
This land enters tapped.
When this land enters, scry 1. (Look at the top card of your library. You may put that card on the bottom.)
{T}: Add {B} or {R}.

",https://scryfall.com/card/bng/164/temple-of-malice,https://cards.scryfall.io/large/front/d/7/d78eccc4-1500-43f1-94f5-b39c160b6381.jpg?1730491258,恶意殿堂,惡意殿堂,Temple de la malice,Tempel der Bosheit,Tempio dell'Odio,悪意の神殿,악의의 신전,Templo da Maleficência,Храм Злобы,Templo de la malicia
Temple of Plenty,"Temple of Plenty	
Land
This land enters tapped.
When this land enters, scry 1. (Look at the top card of your library. You may put that card on the bottom.)
{T}: Add {G} or {W}.

",https://scryfall.com/card/bng/165/temple-of-plenty,https://cards.scryfall.io/large/front/d/e/de1f7e5e-a503-4f99-91a1-2fdabb7d5e89.jpg?1743207789,丰足殿堂,豐足殿堂,Temple de la profusion,Tempel des Überflusses,Tempio della Prosperità,豊潤の神殿,풍요의 신전,Templo da Fartura,Храм Изобилия,Templo de la abundancia
