name,oracle_text,scryfall_link,image_src,chinese_simplified,chinese_traditional,french,german,italian,japanese,korean,portuguese,russian,spanish
"Kruphix, God of Horizons","Kruphix, God of Horizons	{3}{G}{U}
Legendary Enchantment Creature — God
Indestructible
As long as your devotion to green and blue is less than seven, Kruphix isn't a creature.
You have no maximum hand size.
If you would lose unspent mana, that mana becomes colorless instead.
4/7
",https://scryfall.com/card/jou/152/kruphix-god-of-horizons,https://cards.scryfall.io/large/front/2/7/27427233-da58-45af-ade8-e0727929efaa.jpg?1593096427,天际神克罗芬斯,天際神克羅芬斯,"Kruphix, dieu des Horizons","Kruphix, Gott der Horizonte","Krufix, Dio degli Orizzonti",彼方、クルフィックス,지평선의 신 크루픽스,"Crufix, Deus dos Horizontes","Круфикс, Бог Горизонтов","Krufix, dios de los horizontes"
Nyx Weaver,"Nyx Weaver	{1}{B}{G}
Enchantment Creature — Spider
Reach
At the beginning of your upkeep, mill two cards. (Put the top two cards of your library into your graveyard.)
{1}{B}{G}, Exile this creature: Return target card from your graveyard to your hand.
2/3
",https://scryfall.com/card/jou/153/nyx-weaver,https://cards.scryfall.io/large/front/2/6/26c4c471-f79f-4ca4-acc7-852cdc14e726.jpg?1743207184,尼兹蜘蛛,尼茲蜘蛛,Tisseuse de Nyx,Nyx-Weberin,Tessitrice di Nyx,ニクスの織り手,닉스 방직공,Tecedora de Nyx,Прядильщик Никса,Tejedora de Nyx
"Pharika, God of Affliction","Pharika, God of Affliction	{1}{B}{G}
Legendary Enchantment Creature — God
Indestructible
As long as your devotion to black and green is less than seven, Pharika isn't a creature.
{B}{G}: Exile target creature card from a graveyard. Its owner creates a 1/1 black and green Snake enchantment creature token with deathtouch.
5/5
",https://scryfall.com/card/jou/154/pharika-god-of-affliction,https://cards.scryfall.io/large/front/7/5/75ec8548-5790-4eac-8780-cdd126438192.jpg?1593096444,折磨神芳瑞卡,折磨神芳瑞卡,"Pharika, déesse de l'Affliction","Pharika, Göttin der Gebrechen","Farika, Dea dell'Afflizione",苦悶の神、ファリカ,고통의 신 파리카,"Fárica, Deusa do Padecimento","Фарика, Богиня Недуга","Farika, diosa de la aflicción"
Revel of the Fallen God,"Revel of the Fallen God	{3}{R}{R}{G}{G}
Sorcery
Create four 2/2 red and green Satyr creature tokens with haste.

",https://scryfall.com/card/jou/155/revel-of-the-fallen-god,https://cards.scryfall.io/large/front/e/1/e1d2c774-aab9-4747-af91-da792ed7cfe1.jpg?1593096451,殒神狂欢,殞神狂歡,Célébration du dieu vaincu,Fest des gefallenen Gottes,Baccanale del Dio Caduto,倒れし神の宴,몰락한 신의 축제,Festança do Deus Caído,Гулянка Павшего Бога,Festín del dios caído
Stormchaser Chimera,"Stormchaser Chimera	{2}{U}{R}
Creature — Chimera
Flying
{2}{U}{R}: Scry 1, then reveal the top card of your library. This creature gets +X/+0 until end of turn, where X is that card's mana value. (To scry 1, look at the top card of your library, then you may put that card on the bottom.)
2/3
",https://scryfall.com/card/jou/156/stormchaser-chimera,https://cards.scryfall.io/large/front/9/9/994f8a79-1df9-42e0-a0b0-c9eea47771e9.jpg?1576383233,逐岚盖美拉,逐嵐蓋美拉,Chimère chassetempête,Sturmjäger-Chimäre,Chimera Cacciatempeste,嵐追いのキマイラ,폭풍추적자 키메라,Quimera Caçadora de Tempestade,Преследующая Бурю Химера,Quimera cazatormentas
Underworld Coinsmith,"Underworld Coinsmith	{W}{B}
Enchantment Creature — Human Cleric
Constellation — Whenever this creature or another enchantment you control enters, you gain 1 life.
{W}{B}, Pay 1 life: Each opponent loses 1 life.
2/2
",https://scryfall.com/card/jou/157/underworld-coinsmith,https://cards.scryfall.io/large/front/3/f/3f0f1e80-405a-413a-bed1-ea276040eea4.jpg?1562703435,冥界铸币匠,冥界鑄幣匠,Monnayeuse du Monde souterrain,Münzschmied der Unterwelt,Coniatrice dell'Ade,死の国の造幣工,저승 동전 대장장이,Moedeiro do Submundo,Чеканщик Подземного Царства,Forjamonedas del Inframundo
Armory of Iroas,"Armory of Iroas	{2}
Artifact — Equipment
Whenever equipped creature attacks, put a +1/+1 counter on it.
Equip {2} ({2}: Attach to target creature you control. Equip only as a sorcery.)

",https://scryfall.com/card/jou/158/armory-of-iroas,https://cards.scryfall.io/large/front/7/0/703a03ac-5bb5-4e36-ab9b-a5c007ffc03d.jpg?1608911321,伊洛安斯的兵械,伊洛安斯的兵械,Armurerie d'Iroas,Arsenal des Iroas,Armeria di Iroas,イロアスの武器庫,이로아스의 무기고,Arsenal de Iroas,Арсенал Ироя,Armería de Iroas
Chariot of Victory,"Chariot of Victory	{3}
Artifact — Equipment
Equipped creature has first strike, trample, and haste.
Equip {1}

",https://scryfall.com/card/jou/159/chariot-of-victory,https://cards.scryfall.io/large/front/c/2/c2dd03d2-05ef-4929-b973-3dbe49fc7592.jpg?1593096494,胜利战车,勝利戰車,Char de la victoire,Streitwagen des Sieges,Carro della Vittoria,勝利の戦車,승리의 전차,Biga da Vitória,Колесница Победы,Carro de la victoria
Deserter's Quarters,"Deserter's Quarters	{2}
Artifact
You may choose not to untap this artifact during your untap step.
{6}, {T}: Tap target creature. It doesn't untap during its controller's untap step for as long as this artifact remains tapped.

",https://scryfall.com/card/jou/160/deserters-quarters,https://cards.scryfall.io/large/front/8/f/8f7d3b2d-e06e-4d30-9ed8-2a52aa7e31c6.jpg?1593096506,逃兵囚营,逃兵囚營,Quartiers du déserteur,Deserteursquartier,Alloggio del Disertore,脱走兵の間,탈영병 지구,Alojamento do Desertor,Казарма Дезертиров,Cuarto del desertor
Gold-Forged Sentinel,"Gold-Forged Sentinel	{6}
Artifact Creature — Chimera
Flying
4/4
",https://scryfall.com/card/jou/161/gold-forged-sentinel,https://cards.scryfall.io/large/front/c/a/ca1bcaee-52bf-4000-8ffa-ee5e04703de6.jpg?1562935586,金铸哨兵,金鑄哨兵,Sentinelle forgée d'or,Goldgeschmiedeter Wachposten,Sentinella Forgiata nell'Oro,黄金造りの歩哨,황금 보초,Sentinela Forjada em Ouro,Выкованный из Золота Страж,Centinela forjado en oro
Hall of Triumph,"Hall of Triumph	{3}
Legendary Artifact
As Hall of Triumph enters, choose a color.
Creatures you control of the chosen color get +1/+1.

",https://scryfall.com/card/jou/162/hall-of-triumph,https://cards.scryfall.io/large/front/6/3/634fd988-5d5c-4637-b7fd-05a41798ead8.jpg?1593096527,凯旋大厅,凱旋大廳,Mégaron du triomphe,Halle des Triumphes,Sala del Trionfo,凱旋の間,승리의 전당,Salão do Triunfo,Триумфальный Зал,Sala del triunfo
Mana Confluence,"Mana Confluence	
Land
{T}, Pay 1 life: Add one mana of any color.

",https://scryfall.com/card/jou/163/mana-confluence,https://cards.scryfall.io/large/front/5/0/504a69eb-3c2d-4bb1-b117-252b15acf0c2.jpg?1593096534,魔力聚流,魔力聚流,Confluence de mana,Mana-Zusammenfluss,Confluenza di Mana,マナの合流点,마나 합류점,Confluência de Mana,Слияние Маны,Confluencia de maná
Temple of Epiphany,"Temple of Epiphany	
Land
This land enters tapped.
When this land enters, scry 1. (Look at the top card of your library. You may put that card on the bottom.)
{T}: Add {U} or {R}.

",https://scryfall.com/card/jou/164/temple-of-epiphany,https://cards.scryfall.io/large/front/c/c/cc63cd97-de9e-4d31-babb-aaad1277169e.jpg?1775942470,顿悟殿堂,頓悟殿堂,Temple de la révélation,Tempel der Eingebung,Tempio della Rivelazione,天啓の神殿,강림의 신전,Templo da Epifania,Храм Прозрения,Templo de la epifanía
Temple of Malady,"Temple of Malady	
Land
This land enters tapped.
When this land enters, scry 1. (Look at the top card of your library. You may put that card on the bottom.)
{T}: Add {B} or {G}.

",https://scryfall.com/card/jou/165/temple-of-malady,https://cards.scryfall.io/large/front/1/c/1ca36218-db87-4e44-8606-2a516504ed20.jpg?1775942477,疫病殿堂,疫病殿堂,Temple de la maladie,Tempel des Siechtums,Tempio della Malattia,疾病の神殿,병폐의 신전,Templo da Enfermidade,Храм Болезни,Templo del padecimiento
